,n_clicks,n_visitas,monto_compras,monto_descuentos,dias_primera_compra,info_perfil
38649,477.0,91.0,650.2,134.6,167.0,211.0
38650,295.0,57.0,681.1,155.9,311.0,181.0
38651,674.0,103.0,515.0,88.0,153.0,96.0
38652,557.0,75.0,378.7,197.5,232.0,218.0
38653,436.0,82.0,956.2,214.1,193.0,129.0
38654,342.0,108.0,613.6,118.2,232.0,193.0
38655,395.0,76.0,691.1,157.4,52.0,113.0
38656,328.0,104.0,438.1,191.6,172.0,122.0
38657,292.0,107.0,831.6,130.8,233.0,143.0
38658,243.0,121.0,421.3,120.9,222.0,118.0
38659,411.0,72.0,462.0,114.7,143.0,280.0
38660,465.0,101.0,766.4,87.2,187.0,219.0
38661,413.0,72.0,603.2,156.7,107.0,173.0
38662,539.0,117.0,941.0,142.4,284.0,146.0
38663,252.0,76.0,848.6,175.3,191.0,164.0
38664,309.0,56.0,602.1,49.9,186.0,181.0
38665,302.0,46.0,355.0,176.1,160.0,117.0
38666,397.0,110.0,835.2,187.5,255.0,189.0
38667,376.0,59.0,523.5,157.2,238.0,185.0
38668,449.0,102.0,819.4,187.6,95.0,202.0
38669,461.0,125.0,602.5,162.4,241.0,225.0
38670,467.0,80.0,644.7,103.9,285.0,225.0
38671,272.0,123.0,703.8,112.4,92.0,145.0
38672,556.0,112.0,781.6,214.7,178.0,238.0
38673,440.0,57.0,1015.0,274.3,237.0,233.0
38674,501.0,78.0,729.2,167.5,172.0,247.0
38675,343.0,58.0,464.5,164.7,165.0,342.0
38676,394.0,83.0,564.1,105.4,230.0,64.0
38677,368.0,67.0,457.9,121.2,240.0,251.0
38678,560.0,103.0,1018.2,80.6,132.0,168.0
38679,394.0,55.0,625.1,111.6,140.0,286.0
38680,352.0,131.0,622.6,147.6,183.0,247.0
38681,516.0,85.0,597.0,166.8,134.0,120.0
38682,342.0,119.0,484.3,185.8,198.0,181.0
38683,419.0,113.0,408.6,94.8,187.0,213.0
38684,393.0,47.0,697.4,166.7,196.0,225.0
38685,354.0,71.0,822.3,210.7,209.0,192.0
38686,213.0,93.0,1016.1,162.0,214.0,178.0
38687,304.0,83.0,639.6,158.9,139.0,173.0
38688,327.0,113.0,625.3,126.0,108.0,213.0
38689,399.0,90.0,955.0,184.4,201.0,219.0
38690,405.0,90.0,480.8,74.5,245.0,131.0
38691,531.0,55.0,227.1,130.0,234.0,201.0
38692,173.0,110.0,190.9,182.5,193.0,274.0
38693,333.0,116.0,809.1,156.0,209.0,132.0
38694,257.0,99.0,549.8,106.1,145.0,158.0
38695,405.0,55.0,596.8,104.3,230.0,178.0
38696,375.0,95.0,800.2,124.5,140.0,116.0
38697,433.0,64.0,371.6,151.8,215.0,153.0
38698,312.0,129.0,584.4,174.5,208.0,250.0
38699,426.0,146.0,719.2,171.6,149.0,167.0
38700,538.0,94.0,770.8,238.2,119.0,201.0
38701,230.0,113.0,965.0,107.6,156.0,206.0
38702,441.0,116.0,706.6,216.0,231.0,244.0
38703,564.0,43.0,697.6,168.9,167.0,165.0
38704,457.0,98.0,552.6,106.7,243.0,149.0
38705,477.0,91.0,737.0,192.4,154.0,111.0
38706,321.0,83.0,749.1,144.8,192.0,237.0
38707,435.0,92.0,681.7,113.9,291.0,242.0
38708,521.0,56.0,622.1,170.2,131.0,121.0
38709,482.0,40.0,666.1,204.0,177.0,241.0
38710,553.0,122.0,553.5,119.1,204.0,246.0
38711,483.0,61.0,893.4,155.1,207.0,119.0
38712,310.0,73.0,242.5,139.6,221.0,292.0
38713,360.0,89.0,434.8,142.5,153.0,252.0
38714,295.0,82.0,624.8,147.4,222.0,138.0
38715,535.0,116.0,355.4,96.9,226.0,191.0
38716,199.0,56.0,567.3,132.8,244.0,77.0
38717,338.0,127.0,613.7,155.1,163.0,199.0
38718,290.0,69.0,569.9,152.6,220.0,215.0
38719,529.0,134.0,638.9,109.0,268.0,145.0
38720,229.0,57.0,862.3,232.0,188.0,154.0
38721,311.0,104.0,639.2,167.4,148.0,111.0
38722,566.0,142.0,755.1,91.8,115.0,115.0
38723,583.0,112.0,620.3,108.0,89.0,163.0
38724,441.0,141.0,364.2,175.9,228.0,159.0
38725,435.0,69.0,637.6,217.6,205.0,134.0
38726,382.0,95.0,910.5,51.8,223.0,200.0
38727,435.0,71.0,795.5,138.8,261.0,168.0
38728,127.0,96.0,607.4,84.1,179.0,207.0
38729,390.0,25.0,701.9,216.4,274.0,162.0
38730,436.0,90.0,885.2,136.0,244.0,225.0
38731,488.0,61.0,912.4,116.9,219.0,133.0
38732,440.0,117.0,703.3,125.1,264.0,124.0
38733,609.0,92.0,627.5,148.7,136.0,108.0
38734,361.0,89.0,497.2,152.9,98.0,182.0
38735,243.0,135.0,442.3,149.1,143.0,102.0
38736,375.0,95.0,559.7,168.5,142.0,161.0
38737,97.0,119.0,545.3,226.9,235.0,104.0
38738,370.0,44.0,614.4,148.8,182.0,94.0
38739,283.0,91.0,826.9,107.9,153.0,221.0
38740,281.0,83.0,741.9,149.8,189.0,161.0
38741,371.0,84.0,385.7,187.7,251.0,165.0
38742,300.0,81.0,816.1,120.1,229.0,193.0
38743,425.0,107.0,942.0,183.2,199.0,81.0
38744,566.0,57.0,773.9,163.5,227.0,182.0
38745,604.0,86.0,537.9,140.7,199.0,211.0
38746,472.0,97.0,398.5,135.7,238.0,153.0
38747,391.0,100.0,586.4,196.2,188.0,231.0
38748,272.0,97.0,575.9,137.7,102.0,206.0
38749,465.0,55.0,986.0,161.6,217.0,157.0
38750,409.0,120.0,689.3,158.4,270.0,208.0
38751,450.0,95.0,863.9,115.7,124.0,237.0
38752,561.0,93.0,570.0,147.9,166.0,239.0
38753,342.0,131.0,839.0,80.5,95.0,199.0
38754,284.0,96.0,596.5,180.8,229.0,133.0
38755,345.0,117.0,731.8,132.4,191.0,153.0
38756,593.0,113.0,866.1,126.0,191.0,200.0
38757,286.0,123.0,520.1,101.5,231.0,183.0
38758,574.0,120.0,282.7,95.3,296.0,139.0
38759,264.0,61.0,759.7,124.4,156.0,144.0
38760,486.0,95.0,514.6,175.3,270.0,108.0
38761,317.0,130.0,762.7,79.8,197.0,237.0
38762,414.0,59.0,680.4,135.0,210.0,159.0
38763,324.0,58.0,831.4,93.4,279.0,121.0
38764,446.0,116.0,629.5,142.7,182.0,171.0
38765,594.0,60.0,715.4,238.3,158.0,220.0
38766,629.0,76.0,774.3,150.5,129.0,256.0
38767,403.0,52.0,285.4,135.5,261.0,95.0
38768,352.0,115.0,549.8,116.9,177.0,204.0
38769,491.0,48.0,790.2,106.0,225.0,101.0
38770,587.0,112.0,913.1,180.0,182.0,144.0
38771,453.0,105.0,666.2,145.0,87.0,227.0
38772,353.0,105.0,710.4,104.8,223.0,190.0
38773,545.0,47.0,721.9,131.7,178.0,209.0
38774,404.0,89.0,851.6,235.1,168.0,138.0
38775,578.0,115.0,850.9,215.6,265.0,208.0
38776,374.0,100.0,950.9,168.7,210.0,154.0
38777,382.0,89.0,1065.3,175.6,156.0,173.0
38778,282.0,66.0,618.3,160.6,172.0,101.0
38779,376.0,128.0,479.3,94.9,155.0,100.0
38780,326.0,72.0,394.5,135.8,221.0,230.0
38781,317.0,107.0,744.0,208.8,169.0,97.0
38782,191.0,92.0,613.3,180.5,216.0,200.0
38783,399.0,128.0,625.8,160.4,235.0,89.0
38784,380.0,102.0,736.1,109.5,139.0,199.0
38785,553.0,130.0,335.9,125.1,138.0,131.0
38786,391.0,95.0,661.6,157.0,78.0,167.0
38787,296.0,104.0,523.5,153.4,186.0,231.0
38788,492.0,109.0,533.3,121.2,160.0,117.0
38789,379.0,125.0,721.3,133.6,218.0,97.0
38790,148.0,73.0,866.6,98.2,200.0,165.0
38791,460.0,80.0,754.3,168.3,245.0,101.0
38792,338.0,67.0,628.2,100.9,231.0,208.0
38793,404.0,91.0,547.0,192.6,182.0,147.0
38794,414.0,77.0,713.2,118.8,185.0,114.0
38795,553.0,89.0,569.3,152.1,61.0,195.0
38796,486.0,138.0,940.1,157.7,237.0,254.0
38797,376.0,125.0,587.5,150.5,210.0,151.0
38798,449.0,94.0,703.8,155.7,263.0,231.0
38799,71.0,22.0,771.6,135.5,222.0,236.0
38800,333.0,43.0,901.6,143.5,305.0,191.0
38801,350.0,79.0,756.3,168.5,197.0,199.0
38802,295.0,82.0,713.1,163.8,216.0,152.0
38803,431.0,122.0,420.0,117.7,156.0,212.0
38804,312.0,70.0,861.3,147.9,192.0,139.0
38805,273.0,36.0,674.6,146.1,145.0,128.0
38806,404.0,85.0,467.1,140.0,220.0,43.0
38807,580.0,86.0,577.1,176.6,73.0,155.0
38808,628.0,101.0,900.3,201.0,158.0,178.0
38809,349.0,64.0,941.7,85.4,202.0,115.0
38810,449.0,60.0,713.2,145.1,200.0,156.0
38811,122.0,112.0,773.6,151.6,136.0,125.0
38812,398.0,104.0,599.9,134.7,305.0,124.0
38813,303.0,101.0,684.2,153.5,194.0,216.0
38814,375.0,57.0,794.8,188.4,161.0,204.0
38815,32.0,117.0,709.9,110.1,201.0,79.0
38816,552.0,74.0,732.6,109.1,170.0,168.0
38817,401.0,43.0,813.4,172.7,276.0,92.0
38818,269.0,36.0,710.3,62.9,168.0,141.0
38819,318.0,110.0,868.7,231.8,132.0,195.0
38820,529.0,74.0,438.1,102.8,269.0,233.0
38821,405.0,52.0,452.3,172.3,275.0,297.0
38822,343.0,84.0,478.2,95.3,131.0,203.0
38823,368.0,89.0,947.2,170.9,290.0,161.0
38824,517.0,44.0,693.8,121.7,130.0,159.0
38825,411.0,71.0,841.5,182.1,259.0,223.0
38826,483.0,64.0,798.4,210.7,209.0,270.0
38827,437.0,87.0,848.8,131.0,186.0,127.0
38828,411.0,87.0,860.2,161.2,277.0,119.0
38829,318.0,59.0,468.9,114.5,152.0,183.0
38830,456.0,85.0,1228.6,146.9,241.0,200.0
38831,392.0,79.0,960.0,136.5,233.0,178.0
38832,430.0,84.0,807.4,105.5,232.0,168.0
38833,377.0,48.0,1071.3,197.9,185.0,185.0
38834,436.0,105.0,597.0,144.4,221.0,189.0
38835,395.0,86.0,551.8,87.7,256.0,191.0
38836,466.0,78.0,675.2,216.0,41.0,164.0
38837,503.0,107.0,655.3,104.4,115.0,91.0
38838,330.0,83.0,544.5,115.5,214.0,257.0
38839,520.0,78.0,819.1,118.4,147.0,210.0
38840,234.0,91.0,561.0,98.3,202.0,188.0
38841,457.0,139.0,530.1,93.8,280.0,218.0
38842,478.0,90.0,525.7,178.3,124.0,208.0
38843,444.0,67.0,667.6,127.9,217.0,177.0
38844,529.0,88.0,732.9,146.2,236.0,59.0
38845,340.0,95.0,1117.0,165.1,210.0,215.0
38846,347.0,60.0,695.9,140.8,179.0,232.0
38847,261.0,105.0,616.1,244.0,173.0,175.0
38848,439.0,75.0,689.0,193.4,297.0,166.0
38849,384.0,106.0,637.5,177.3,203.0,211.0
38850,343.0,130.0,717.2,65.9,195.0,261.0
38851,267.0,97.0,620.2,135.1,211.0,199.0
38852,329.0,109.0,525.0,143.9,214.0,169.0
38853,257.0,100.0,653.1,119.9,147.0,120.0
38854,562.0,46.0,667.2,140.0,166.0,224.0
38855,414.0,94.0,780.9,212.2,264.0,107.0
38856,362.0,38.0,686.5,135.5,196.0,250.0
38857,360.0,124.0,630.6,180.8,148.0,236.0
38858,356.0,74.0,1050.4,115.3,15.0,210.0
38859,413.0,84.0,284.6,150.0,184.0,131.0
38860,180.0,81.0,467.0,307.5,238.0,78.0
38861,279.0,41.0,534.9,109.6,176.0,184.0
38862,309.0,96.0,586.9,106.5,255.0,212.0
38863,188.0,38.0,846.0,101.5,272.0,159.0
38864,218.0,99.0,737.4,47.5,327.0,172.0
38865,330.0,83.0,714.8,172.9,80.0,149.0
38866,410.0,95.0,760.7,80.4,253.0,203.0
38867,153.0,73.0,885.2,143.4,278.0,228.0
38868,312.0,143.0,823.8,105.5,289.0,197.0
38869,361.0,110.0,615.1,108.5,247.0,132.0
38870,294.0,94.0,800.0,177.6,131.0,140.0
38871,398.0,101.0,776.8,92.4,220.0,213.0
38872,369.0,110.0,672.5,118.0,162.0,211.0
38873,360.0,82.0,745.3,137.7,187.0,167.0
38874,383.0,110.0,632.2,179.1,209.0,168.0
38875,323.0,104.0,824.1,144.1,137.0,173.0
38876,637.0,137.0,913.6,137.0,176.0,176.0
38877,375.0,80.0,537.2,69.8,201.0,149.0
38878,549.0,115.0,349.1,117.0,237.0,265.0
38879,390.0,49.0,680.5,222.5,206.0,219.0
38880,232.0,108.0,697.4,101.2,248.0,181.0
38881,279.0,78.0,709.0,234.0,240.0,119.0
38882,436.0,88.0,594.9,90.3,65.0,96.0
38883,605.0,69.0,789.8,143.3,245.0,222.0
38884,409.0,61.0,714.6,195.6,184.0,150.0
38885,429.0,67.0,707.4,185.6,221.0,219.0
38886,470.0,105.0,645.4,152.1,131.0,154.0
38887,254.0,36.0,392.6,119.1,181.0,160.0
38888,301.0,54.0,243.6,170.6,246.0,156.0
38889,310.0,112.0,536.4,176.8,149.0,214.0
38890,416.0,76.0,523.2,173.0,170.0,141.0
38891,254.0,86.0,893.9,135.9,130.0,68.0
38892,389.0,132.0,773.3,211.0,261.0,156.0
38893,386.0,77.0,600.8,119.6,228.0,146.0
38894,350.0,161.0,624.2,216.3,226.0,132.0
38895,421.0,60.0,522.0,141.8,158.0,249.0
38896,299.0,93.0,542.4,168.5,201.0,236.0
38897,450.0,110.0,633.0,180.4,159.0,169.0
38898,416.0,97.0,642.2,151.3,248.0,239.0
38899,344.0,69.0,978.8,182.2,126.0,205.0
38900,449.0,49.0,567.1,103.1,189.0,172.0
38901,315.0,86.0,840.9,173.2,237.0,182.0
38902,478.0,105.0,510.3,182.9,125.0,151.0
38903,256.0,132.0,690.1,160.6,193.0,150.0
38904,436.0,45.0,764.6,133.6,224.0,204.0
38905,338.0,64.0,743.7,112.5,309.0,192.0
38906,299.0,66.0,716.1,96.6,250.0,151.0
38907,296.0,65.0,396.1,132.7,238.0,128.0
38908,222.0,114.0,884.4,180.6,275.0,146.0
38909,337.0,121.0,522.8,155.0,217.0,156.0
38910,464.0,90.0,492.8,135.7,154.0,142.0
38911,194.0,69.0,359.4,192.1,106.0,206.0
38912,419.0,71.0,441.9,179.4,126.0,208.0
38913,344.0,117.0,655.5,96.6,229.0,180.0
38914,367.0,128.0,659.8,119.5,220.0,113.0
38915,373.0,88.0,402.7,166.9,60.0,181.0
38916,442.0,115.0,184.0,99.3,302.0,232.0
38917,326.0,81.0,584.2,133.5,247.0,121.0
38918,375.0,93.0,641.2,112.7,269.0,165.0
38919,551.0,77.0,651.3,187.5,254.0,233.0
38920,264.0,136.0,405.6,108.6,129.0,144.0
38921,453.0,62.0,746.3,227.8,149.0,138.0
38922,356.0,74.0,387.3,105.9,173.0,144.0
38923,507.0,56.0,525.0,170.0,144.0,194.0
38924,306.0,93.0,730.9,133.4,183.0,209.0
38925,433.0,70.0,740.5,174.2,183.0,121.0
38926,263.0,71.0,475.2,122.9,107.0,181.0
38927,439.0,77.0,760.2,176.3,197.0,203.0
38928,214.0,151.0,766.2,209.5,158.0,199.0
38929,284.0,39.0,588.0,117.7,220.0,180.0
38930,276.0,60.0,565.8,128.4,153.0,205.0
38931,371.0,131.0,599.0,147.1,275.0,151.0
38932,310.0,66.0,606.0,143.0,134.0,166.0
38933,499.0,88.0,612.5,204.7,256.0,220.0
38934,412.0,83.0,802.7,159.4,252.0,89.0
38935,345.0,51.0,610.0,108.6,163.0,173.0
38936,456.0,47.0,1001.0,84.5,173.0,145.0
38937,363.0,96.0,942.7,77.3,249.0,181.0
38938,442.0,125.0,400.5,180.1,191.0,140.0
38939,383.0,79.0,606.3,141.5,238.0,184.0
38940,501.0,84.0,477.6,174.8,176.0,163.0
38941,302.0,70.0,623.0,197.8,239.0,199.0
38942,488.0,49.0,619.8,151.2,201.0,275.0
38943,380.0,128.0,627.1,147.3,194.0,129.0
38944,426.0,137.0,880.9,205.3,256.0,102.0
38945,255.0,101.0,427.5,183.7,218.0,68.0
38946,524.0,107.0,721.7,151.8,95.0,129.0
38947,473.0,9.0,709.4,111.3,236.0,176.0
38948,299.0,117.0,756.1,136.3,103.0,192.0
38949,598.0,84.0,895.8,171.6,203.0,147.0
38950,443.0,108.0,598.8,138.7,228.0,163.0
38951,501.0,99.0,578.1,108.7,123.0,95.0
38952,212.0,80.0,675.2,134.1,138.0,180.0
38953,416.0,113.0,555.0,134.3,218.0,207.0
38954,149.0,91.0,583.8,163.2,193.0,185.0
38955,477.0,116.0,667.1,131.4,225.0,87.0
38956,165.0,119.0,323.3,181.9,154.0,96.0
38957,366.0,107.0,585.4,207.4,259.0,180.0
38958,551.0,122.0,645.3,135.1,183.0,177.0
38959,631.0,88.0,701.9,218.5,228.0,110.0
38960,176.0,107.0,449.1,99.8,129.0,129.0
38961,269.0,77.0,527.4,107.1,227.0,132.0
38962,303.0,122.0,878.0,96.3,167.0,149.0
38963,381.0,89.0,424.5,135.8,166.0,167.0
38964,477.0,118.0,431.5,148.4,135.0,227.0
38965,575.0,89.0,537.5,146.6,291.0,213.0
38966,246.0,95.0,503.7,149.9,191.0,196.0
38967,265.0,73.0,362.2,172.5,195.0,233.0
38968,530.0,106.0,532.7,129.1,120.0,232.0
38969,478.0,121.0,687.1,198.4,126.0,154.0
38970,471.0,136.0,484.9,155.5,256.0,181.0
38971,434.0,86.0,527.1,243.1,200.0,89.0
38972,590.0,122.0,889.2,166.3,130.0,120.0
38973,309.0,63.0,1068.9,84.2,221.0,156.0
38974,377.0,38.0,595.7,122.4,293.0,82.0
38975,308.0,62.0,517.1,151.9,240.0,149.0
38976,381.0,85.0,674.1,142.1,173.0,259.0
38977,157.0,100.0,532.6,114.6,131.0,197.0
38978,212.0,83.0,327.6,110.5,311.0,188.0
38979,549.0,84.0,846.9,151.5,129.0,181.0
38980,478.0,57.0,636.2,232.1,138.0,202.0
38981,398.0,56.0,1002.3,158.1,142.0,134.0
38982,472.0,55.0,729.1,186.6,99.0,170.0
38983,314.0,88.0,685.5,145.0,134.0,233.0
38984,363.0,76.0,605.8,194.6,215.0,252.0
38985,419.0,71.0,868.4,161.2,183.0,189.0
38986,337.0,80.0,678.9,88.4,251.0,210.0
38987,336.0,38.0,828.2,142.3,123.0,166.0
38988,598.0,72.0,688.4,171.4,306.0,220.0
38989,386.0,92.0,841.3,123.8,235.0,155.0
38990,519.0,85.0,660.8,44.1,189.0,161.0
38991,418.0,89.0,460.3,158.2,303.0,299.0
38992,447.0,62.0,802.2,131.2,104.0,210.0
38993,169.0,104.0,850.9,79.1,131.0,242.0
38994,372.0,94.0,849.9,224.4,242.0,124.0
38995,387.0,91.0,663.4,75.8,230.0,201.0
38996,263.0,104.0,331.7,136.8,156.0,156.0
38997,250.0,82.0,442.7,123.6,194.0,203.0
38998,440.0,115.0,499.2,225.3,218.0,299.0
38999,422.0,86.0,1053.9,189.1,211.0,216.0
39000,374.0,135.0,678.2,151.9,157.0,224.0
39001,236.0,80.0,657.0,67.1,225.0,184.0
39002,362.0,77.0,753.4,191.7,288.0,219.0
39003,405.0,85.0,618.7,55.9,119.0,157.0
39004,690.0,95.0,571.5,248.5,243.0,185.0
39005,386.0,61.0,606.6,169.4,183.0,270.0
39006,232.0,97.0,722.4,193.2,242.0,191.0
39007,323.0,121.0,656.5,153.0,178.0,136.0
39008,324.0,126.0,710.1,187.5,253.0,102.0
39009,424.0,117.0,408.3,157.6,241.0,182.0
39010,598.0,89.0,1035.4,165.3,113.0,180.0
39011,426.0,61.0,762.7,208.1,148.0,185.0
39012,396.0,59.0,546.1,134.3,117.0,262.0
39013,442.0,101.0,1007.4,142.3,134.0,152.0
39014,388.0,78.0,809.3,179.5,96.0,125.0
39015,511.0,79.0,421.4,184.7,199.0,178.0
39016,629.0,94.0,676.6,213.1,212.0,120.0
39017,537.0,99.0,597.7,127.5,195.0,214.0
39018,503.0,103.0,683.7,168.2,187.0,323.0
39019,499.0,93.0,395.4,81.3,153.0,220.0
39020,371.0,94.0,815.7,114.7,130.0,168.0
39021,453.0,85.0,827.0,164.5,286.0,98.0
39022,329.0,83.0,630.4,201.0,154.0,188.0
39023,430.0,63.0,543.6,191.2,228.0,127.0
39024,410.0,83.0,561.8,147.0,309.0,212.0
39025,266.0,91.0,821.4,138.0,153.0,176.0
39026,330.0,84.0,486.5,81.5,199.0,136.0
39027,399.0,62.0,549.2,88.3,166.0,106.0
39028,463.0,130.0,1017.4,107.6,150.0,187.0
39029,523.0,128.0,668.4,180.5,249.0,140.0
39030,320.0,87.0,696.1,205.4,166.0,259.0
39031,363.0,99.0,367.5,48.5,235.0,123.0
39032,511.0,91.0,963.8,158.2,261.0,181.0
39033,491.0,90.0,520.9,170.7,145.0,135.0
39034,316.0,104.0,713.7,130.0,253.0,130.0
39035,279.0,92.0,700.5,175.5,266.0,43.0
39036,364.0,70.0,877.9,88.7,268.0,219.0
39037,428.0,52.0,447.8,132.0,134.0,306.0
39038,597.0,81.0,517.2,227.3,165.0,230.0
39039,382.0,90.0,805.7,194.4,213.0,52.0
39040,607.0,106.0,653.4,31.5,215.0,136.0
39041,457.0,77.0,531.1,135.4,244.0,160.0
39042,186.0,134.0,713.0,69.1,218.0,244.0
39043,353.0,122.0,580.8,136.2,248.0,160.0
39044,250.0,122.0,743.0,53.3,125.0,130.0
39045,428.0,60.0,566.3,205.4,248.0,262.0
39046,351.0,91.0,585.8,105.7,252.0,205.0
39047,436.0,101.0,933.9,102.1,179.0,232.0
39048,364.0,118.0,568.2,157.2,268.0,216.0
39049,385.0,133.0,581.2,150.4,247.0,185.0
39050,418.0,121.0,603.8,163.2,245.0,165.0
39051,289.0,86.0,617.4,143.2,214.0,233.0
39052,335.0,75.0,403.7,187.0,233.0,110.0
39053,438.0,144.0,683.5,134.5,203.0,201.0
39054,406.0,47.0,734.7,172.9,129.0,273.0
39055,486.0,92.0,576.9,220.7,192.0,202.0
39056,326.0,118.0,680.1,137.3,179.0,188.0
39057,315.0,147.0,733.5,228.8,219.0,218.0
39058,469.0,76.0,495.2,125.4,177.0,206.0
39059,416.0,58.0,590.6,194.5,188.0,254.0
39060,205.0,99.0,763.9,178.0,163.0,187.0
39061,323.0,91.0,847.3,105.5,243.0,124.0
39062,578.0,110.0,725.8,163.5,153.0,190.0
39063,343.0,71.0,887.8,166.4,220.0,191.0
39064,420.0,70.0,770.6,129.6,235.0,128.0
39065,292.0,91.0,714.9,117.1,193.0,126.0
39066,504.0,94.0,766.9,146.8,225.0,183.0
39067,370.0,112.0,792.5,114.4,203.0,163.0
39068,351.0,106.0,370.1,120.7,267.0,248.0
39069,411.0,93.0,563.8,93.6,253.0,257.0
39070,348.0,61.0,394.1,117.2,143.0,189.0
39071,426.0,79.0,918.8,112.8,231.0,161.0
39072,384.0,101.0,369.0,115.9,200.0,203.0
39073,183.0,77.0,510.2,145.5,182.0,175.0
39074,400.0,75.0,812.4,134.1,286.0,200.0
39075,471.0,143.0,388.3,84.8,190.0,177.0
39076,215.0,143.0,698.9,128.9,122.0,89.0
39077,307.0,100.0,712.7,211.0,176.0,99.0
39078,446.0,116.0,816.6,146.2,140.0,133.0
39079,493.0,123.0,585.8,143.4,143.0,190.0
39080,462.0,72.0,763.3,126.8,232.0,155.0
39081,334.0,112.0,508.4,201.1,214.0,136.0
39082,397.0,76.0,603.0,137.7,213.0,207.0
39083,485.0,124.0,1014.2,211.8,227.0,36.0
39084,315.0,79.0,879.0,195.9,228.0,213.0
39085,527.0,113.0,771.9,119.7,179.0,156.0
39086,378.0,137.0,555.9,113.0,306.0,162.0
39087,427.0,108.0,763.3,79.6,169.0,231.0
39088,431.0,94.0,655.8,162.6,341.0,154.0
39089,333.0,55.0,719.0,138.6,326.0,208.0
39090,536.0,99.0,773.9,186.9,168.0,136.0
39091,342.0,136.0,730.5,190.3,148.0,226.0
39092,286.0,102.0,758.7,88.4,316.0,226.0
39093,327.0,81.0,605.0,108.1,155.0,169.0
39094,476.0,93.0,798.9,136.0,206.0,145.0
39095,269.0,68.0,611.8,125.5,137.0,285.0
39096,317.0,82.0,566.2,149.5,260.0,197.0
39097,189.0,67.0,483.5,170.4,271.0,171.0
39098,422.0,55.0,782.8,113.2,118.0,162.0
39099,410.0,105.0,577.7,163.7,214.0,180.0
39100,583.0,118.0,363.6,156.2,173.0,143.0
39101,356.0,85.0,768.9,88.0,182.0,173.0
39102,520.0,77.0,496.7,143.4,303.0,147.0
39103,396.0,122.0,769.0,186.2,111.0,143.0
39104,206.0,98.0,887.3,79.6,272.0,185.0
39105,384.0,101.0,507.1,172.7,282.0,132.0
39106,474.0,80.0,579.0,118.4,164.0,220.0
39107,296.0,88.0,623.5,143.3,237.0,196.0
39108,457.0,53.0,585.8,78.9,329.0,101.0
39109,306.0,76.0,918.7,111.8,236.0,115.0
39110,351.0,72.0,638.4,154.7,130.0,206.0
39111,182.0,147.0,430.8,196.5,139.0,295.0
39112,321.0,85.0,619.6,215.9,183.0,111.0
39113,500.0,64.0,925.3,102.7,241.0,89.0
39114,191.0,110.0,574.2,225.7,226.0,209.0
39115,217.0,57.0,382.4,222.3,219.0,189.0
39116,574.0,71.0,253.4,117.7,175.0,224.0
39117,334.0,59.0,815.3,149.7,160.0,223.0
39118,562.0,104.0,588.8,131.8,166.0,73.0
39119,333.0,98.0,646.8,167.2,262.0,141.0
39120,388.0,169.0,361.3,143.8,118.0,70.0
39121,404.0,61.0,237.0,140.9,179.0,129.0
39122,259.0,93.0,681.6,190.5,167.0,105.0
39123,468.0,131.0,791.1,114.4,286.0,237.0
39124,401.0,109.0,777.0,73.2,226.0,249.0
39125,394.0,57.0,922.6,145.2,209.0,140.0
39126,447.0,107.0,916.4,123.6,295.0,265.0
39127,461.0,83.0,435.1,109.8,265.0,156.0
39128,526.0,72.0,607.0,77.3,130.0,118.0
39129,487.0,50.0,765.9,162.9,231.0,219.0
39130,342.0,76.0,745.8,100.6,171.0,197.0
39131,185.0,60.0,496.0,144.8,204.0,95.0
39132,349.0,74.0,798.2,161.1,249.0,148.0
39133,237.0,73.0,1023.7,170.7,146.0,125.0
39134,345.0,100.0,851.4,133.6,135.0,147.0
39135,512.0,94.0,676.5,103.2,126.0,147.0
39136,408.0,53.0,947.2,124.1,94.0,131.0
39137,441.0,52.0,548.7,214.1,203.0,185.0
39138,304.0,130.0,604.7,109.7,256.0,190.0
39139,370.0,75.0,693.4,180.4,174.0,125.0
39140,206.0,96.0,717.5,166.5,176.0,140.0
39141,516.0,120.0,970.2,112.3,242.0,139.0
39142,499.0,89.0,1007.4,139.0,147.0,208.0
39143,409.0,33.0,987.2,51.9,160.0,153.0
39144,514.0,55.0,623.5,192.3,121.0,191.0
39145,79.0,72.0,408.2,226.3,172.0,219.0
39146,270.0,107.0,394.9,181.0,183.0,207.0
39147,541.0,67.0,866.1,116.8,243.0,171.0
39148,168.0,79.0,800.9,152.0,302.0,161.0
39149,400.0,59.0,461.3,97.1,267.0,234.0
39150,538.0,44.0,634.5,112.4,166.0,152.0
39151,395.0,76.0,673.3,131.5,241.0,162.0
39152,270.0,130.0,808.2,182.2,131.0,180.0
39153,424.0,26.0,589.1,115.9,201.0,183.0
39154,285.0,101.0,754.8,82.7,206.0,166.0
39155,244.0,96.0,403.1,148.0,182.0,114.0
39156,402.0,96.0,866.6,169.3,40.0,173.0
39157,623.0,98.0,646.5,127.5,204.0,145.0
39158,394.0,66.0,723.1,131.1,223.0,212.0
39159,378.0,69.0,853.2,152.5,273.0,136.0
39160,594.0,68.0,606.3,121.8,127.0,207.0
39161,487.0,84.0,743.9,135.9,281.0,205.0
39162,397.0,103.0,944.4,204.6,139.0,188.0
39163,297.0,108.0,547.4,193.0,298.0,238.0
39164,373.0,72.0,419.2,186.5,212.0,187.0
